query_number,query,results,status,exec_time_ms,enum_time_ms
156,MATCH p=shortestPath((:Person{id:"531242"})-[:Knows*1..15]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
157,MATCH p=shortestPath((:Person{id:"1334631"})-[:Knows*1..15]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
158,MATCH p=shortestPath((:Person{id:"1276136"})-[:Knows*1..15]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
159,MATCH p=shortestPath((:Person{id:"224165"})-[:Knows*1..15]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
160,MATCH p=shortestPath((:Person{id:"696585"})-[:Knows*1..15]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
161,MATCH p=shortestPath((:Person{id:"617475"})-[:Knows*1..15]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
162,MATCH p=shortestPath((:Person{id:"613913"})-[:Knows*1..15]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
163,MATCH p=shortestPath((:Person{id:"131416"})-[:Knows*1..15]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
164,MATCH p=shortestPath((:Person{id:"472869"})-[:Knows*1..15]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
165,MATCH p=shortestPath((:Person{id:"5867"})-[:Knows*1..15]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
166,MATCH p=shortestPath((:Person{id:"1632803"})-[:Knows*1..16]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
167,MATCH p=shortestPath((:Person{id:"531242"})-[:Knows*1..16]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
168,MATCH p=shortestPath((:Person{id:"1334631"})-[:Knows*1..16]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
169,MATCH p=shortestPath((:Person{id:"1276136"})-[:Knows*1..16]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
170,MATCH p=shortestPath((:Person{id:"224165"})-[:Knows*1..16]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
171,MATCH p=shortestPath((:Person{id:"696585"})-[:Knows*1..16]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
172,MATCH p=shortestPath((:Person{id:"617475"})-[:Knows*1..16]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
173,MATCH p=shortestPath((:Person{id:"613913"})-[:Knows*1..16]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
174,MATCH p=shortestPath((:Person{id:"131416"})-[:Knows*1..16]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
175,MATCH p=shortestPath((:Person{id:"472869"})-[:Knows*1..16]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
176,MATCH p=shortestPath((:Person{id:"5867"})-[:Knows*1..16]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
177,MATCH p=shortestPath((:Person{id:"1632803"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
178,MATCH p=shortestPath((:Person{id:"531242"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
179,MATCH p=shortestPath((:Person{id:"1334631"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
180,MATCH p=shortestPath((:Person{id:"1276136"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
181,MATCH p=shortestPath((:Person{id:"224165"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
182,MATCH p=shortestPath((:Person{id:"696585"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
183,MATCH p=shortestPath((:Person{id:"617475"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
184,MATCH p=shortestPath((:Person{id:"613913"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
185,MATCH p=shortestPath((:Person{id:"131416"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
186,MATCH p=shortestPath((:Person{id:"472869"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
187,MATCH p=shortestPath((:Person{id:"5867"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
188,MATCH p=shortestPath((:Person{id:"1632803"})-[:Knows*1..18]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
189,MATCH p=shortestPath((:Person{id:"531242"})-[:Knows*1..18]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
190,MATCH p=shortestPath((:Person{id:"1334631"})-[:Knows*1..18]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
191,MATCH p=shortestPath((:Person{id:"1276136"})-[:Knows*1..18]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
192,MATCH p=shortestPath((:Person{id:"224165"})-[:Knows*1..18]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
193,MATCH p=shortestPath((:Person{id:"696585"})-[:Knows*1..18]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
194,MATCH p=shortestPath((:Person{id:"617475"})-[:Knows*1..18]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
195,MATCH p=shortestPath((:Person{id:"613913"})-[:Knows*1..18]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
