query_number,query,results,status,exec_time_ms,enum_time_ms
123,MATCH p=allShortestPaths((:Person{id:"531242"})-[:Knows*1..12]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
124,MATCH p=allShortestPaths((:Person{id:"1334631"})-[:Knows*1..12]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
125,MATCH p=allShortestPaths((:Person{id:"1276136"})-[:Knows*1..12]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
126,MATCH p=allShortestPaths((:Person{id:"224165"})-[:Knows*1..12]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
127,MATCH p=allShortestPaths((:Person{id:"696585"})-[:Knows*1..12]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
128,MATCH p=allShortestPaths((:Person{id:"617475"})-[:Knows*1..12]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
129,MATCH p=allShortestPaths((:Person{id:"613913"})-[:Knows*1..12]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
130,MATCH p=allShortestPaths((:Person{id:"131416"})-[:Knows*1..12]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
131,MATCH p=allShortestPaths((:Person{id:"472869"})-[:Knows*1..12]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
132,MATCH p=allShortestPaths((:Person{id:"5867"})-[:Knows*1..12]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
133,MATCH p=allShortestPaths((:Person{id:"1632803"})-[:Knows*1..13]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
134,MATCH p=allShortestPaths((:Person{id:"531242"})-[:Knows*1..13]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
135,MATCH p=allShortestPaths((:Person{id:"1334631"})-[:Knows*1..13]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
136,MATCH p=allShortestPaths((:Person{id:"1276136"})-[:Knows*1..13]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
137,MATCH p=allShortestPaths((:Person{id:"224165"})-[:Knows*1..13]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
