query_number,query,results,status,exec_time_ms,enum_time_ms,memory_MB
0,MATCH (N0)=[ANY SHORTEST ?p :E*]=>(N3000) RETURN ?p LIMIT 100000,1,OK,143,188,44.42
4,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..2}]=>(?n) RETURN ?p LIMIT 100000,4,OK,1,4,44.55
44,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..4}]=>(?n) RETURN ?p LIMIT 100000,12,OK,1,4,44.55
84,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..6}]=>(?n) RETURN ?p LIMIT 100000,28,OK,1,3,44.55
124,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..8}]=>(?n) RETURN ?p LIMIT 100000,60,OK,1,3,44.55
164,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..10}]=>(?n) RETURN ?p LIMIT 100000,124,OK,1,3,44.55
204,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..12}]=>(?n) RETURN ?p LIMIT 100000,252,OK,2,4,44.55
244,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..14}]=>(?n) RETURN ?p LIMIT 100000,508,OK,3,6,44.55
284,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..16}]=>(?n) RETURN ?p LIMIT 100000,1020,OK,7,10,44.55
324,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..18}]=>(?n) RETURN ?p LIMIT 100000,2044,OK,14,17,44.55
364,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..20}]=>(?n) RETURN ?p LIMIT 100000,4092,OK,30,34,45.31
404,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..22}]=>(?n) RETURN ?p LIMIT 100000,8188,OK,68,72,50.45
444,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..24}]=>(?n) RETURN ?p LIMIT 100000,16380,OK,149,155,55.96
484,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..26}]=>(?n) RETURN ?p LIMIT 100000,32764,OK,311,321,65.04
524,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..28}]=>(?n) RETURN ?p LIMIT 100000,65532,OK,654,670,83.57
564,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..30}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,1107,1132,114.68
604,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..32}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,1211,1236,178.48
644,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..34}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,1542,1569,332.64
684,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..36}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,2001,2029,602.52
724,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..38}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,2692,2720,1185.92
764,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..40}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,4617,4648,2420.84
804,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..42}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,7792,7823,4532.43
844,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..44}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,14414,14445,9333.47
884,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..46}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,28233,28263,18418.65
924,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..48}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,55701,55732,36933.45
964,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..50}]=>(?n) RETURN ?p LIMIT 100000,0,TIMEOUT,-1,-1,67742.31
1004,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..52}]=>(?n) RETURN ?p LIMIT 100000,0,TIMEOUT,-1,-1,97328.65
1044,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..54}]=>(?n) RETURN ?p LIMIT 100000,0,TIMEOUT,-1,-1,104888.39
1084,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..56}]=>(?n) RETURN ?p LIMIT 100000,0,TIMEOUT,-1,-1,106230.31
1124,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..58}]=>(?n) RETURN ?p LIMIT 100000,0,TIMEOUT,-1,-1,107091.35
1164,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..60}]=>(?n) RETURN ?p LIMIT 100000,0,TIMEOUT,-1,-1,107403.38
1204,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..62}]=>(?n) RETURN ?p LIMIT 100000,0,TIMEOUT,-1,-1,107200.24
1244,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..64}]=>(?n) RETURN ?p LIMIT 100000,0,TIMEOUT,-1,-1,107710.49
1284,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..66}]=>(?n) RETURN ?p LIMIT 100000,0,TIMEOUT,-1,-1,107790.16
1324,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..68}]=>(?n) RETURN ?p LIMIT 100000,0,TIMEOUT,-1,-1,107913.11
1364,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..70}]=>(?n) RETURN ?p LIMIT 100000,0,TIMEOUT,-1,-1,108093.71
1404,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..72}]=>(?n) RETURN ?p LIMIT 100000,0,TIMEOUT,-1,-1,107999.68
1444,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..74}]=>(?n) RETURN ?p LIMIT 100000,0,TIMEOUT,-1,-1,108400.66
1484,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..76}]=>(?n) RETURN ?p LIMIT 100000,0,TIMEOUT,-1,-1,108344.83
1524,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..78}]=>(?n) RETURN ?p LIMIT 100000,0,TIMEOUT,-1,-1,108081.96
1564,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1..80}]=>(?n) RETURN ?p LIMIT 100000,0,TIMEOUT,-1,-1,108376.88
