query_number,query,results,status,exec_time_ms,enum_time_ms,memory_MB
1,MATCH (P696585)=[SHORTEST 3 GROUPS TRAILS ?p :Knows{1..1}]=>(?n) RETURN ?p LIMIT 100000,11,OK,130,147,899.6
2,MATCH (P696585)=[SHORTEST 3 GROUPS TRAILS ?p :Knows{1..2}]=>(?n) RETURN ?p LIMIT 100000,459,OK,68,71,901.6
3,MATCH (P696585)=[SHORTEST 3 GROUPS TRAILS ?p :Knows{1..3}]=>(?n) RETURN ?p LIMIT 100000,23558,OK,1668,1673,905.92
4,MATCH (P696585)=[SHORTEST 3 GROUPS TRAILS ?p :Knows{1..4}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,36914,36924,1047.98
5,MATCH (P696585)=[SHORTEST 3 GROUPS TRAILS ?p :Knows{1..5}]=>(?n) RETURN ?p LIMIT 100000,0,TIMEOUT,-1,-1,1585.59
6,MATCH (P696585)=[SHORTEST 3 GROUPS TRAILS ?p :Knows{1..6}]=>(?n) RETURN ?p LIMIT 100000,0,TIMEOUT,-1,-1,5954.87
7,MATCH (P696585)=[SHORTEST 3 GROUPS TRAILS ?p :Knows{1..7}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,38653,38662,10978.34
8,MATCH (P696585)=[SHORTEST 3 GROUPS TRAILS ?p :Knows{1..8}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,38886,38895,15993.98
9,MATCH (P696585)=[SHORTEST 3 GROUPS TRAILS ?p :Knows{1..9}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,38210,38220,21009.46
10,MATCH (P696585)=[SHORTEST 3 GROUPS TRAILS ?p :Knows{1..10}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,37463,37472,26024.62
11,MATCH (P696585)=[SHORTEST 3 GROUPS TRAILS ?p :Knows{1..11}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,37421,37430,31040.34
12,MATCH (P696585)=[SHORTEST 3 GROUPS TRAILS ?p :Knows{1..12}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,38469,38478,36056.0
