query_number,query,results,status,exec_time_ms,enum_time_ms,memory_MB
1,MATCH (P696585)=[SHORTEST 1 GROUPS WALKS ?p :Knows{1..1}]=>(?n) RETURN ?p LIMIT 100000,11,OK,100,115,900.12
2,MATCH (P696585)=[SHORTEST 1 GROUPS WALKS ?p :Knows{1..2}]=>(?n) RETURN ?p LIMIT 100000,438,OK,85,87,902.12
3,MATCH (P696585)=[SHORTEST 1 GROUPS WALKS ?p :Knows{1..3}]=>(?n) RETURN ?p LIMIT 100000,20017,OK,1555,1559,907.34
4,MATCH (P696585)=[SHORTEST 1 GROUPS WALKS ?p :Knows{1..4}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,3680,3689,919.99
5,MATCH (P696585)=[SHORTEST 1 GROUPS WALKS ?p :Knows{1..5}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,280,289,928.24
6,MATCH (P696585)=[SHORTEST 1 GROUPS WALKS ?p :Knows{1..6}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,280,289,936.48
7,MATCH (P696585)=[SHORTEST 1 GROUPS WALKS ?p :Knows{1..7}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,275,284,944.89
8,MATCH (P696585)=[SHORTEST 1 GROUPS WALKS ?p :Knows{1..8}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,292,301,953.19
9,MATCH (P696585)=[SHORTEST 1 GROUPS WALKS ?p :Knows{1..9}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,284,293,961.43
10,MATCH (P696585)=[SHORTEST 1 GROUPS WALKS ?p :Knows{1..10}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,297,306,969.68
11,MATCH (P696585)=[SHORTEST 1 GROUPS WALKS ?p :Knows{1..11}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,290,299,977.93
12,MATCH (P696585)=[SHORTEST 1 GROUPS WALKS ?p :Knows{1..12}]=>(?n) RETURN ?p LIMIT 100000,100000,OK,279,288,986.17
